property_id,latitude,longitude,city,zone_type,property_type,property_value,year_built,elevation,distance_to_water,flood_zone
PROP_00025,-0.1951522437645303,34.82773783445896,Kisumu,Urban,Residential,6991653,1980,1980.8487781137037,5.871660071550787,medium
PROP_00026,-4.109885621090454,39.67809542091645,Mombasa,Coastal,Residential,12844721,1967,28.269511547549516,0.4059274520690135,high
PROP_00027,-0.14270874309583462,36.34943138711899,Nakuru,Urban,Residential,5109858,2023,1524.7468990098264,3.5035017290482258,medium
PROP_00028,-1.3129460300656992,36.786379183459246,Nairobi,Urban,Commercial,8616028,1986,1995.9207002398439,2.1338062950055114,medium
PROP_00029,-0.15667610221200282,36.15932186204764,Nakuru,Urban,Residential,6571238,1978,1732.4338421250711,2.6146423295959864,medium
PROP_00030,-1.3293673006397535,36.83285698739898,Nairobi,Urban,Commercial,9144002,1967,1716.1448037960877,7.434233111976409,medium
PROP_00031,-0.3394418886667851,36.08159260669705,Nakuru,Urban,Commercial,15167960,1991,1524.3054007537169,1.406532987673423,medium
PROP_00032,0.5490260092292174,34.95861502998705,Eldoret,Urban,Industrial,10351419,1962,1706.8276406665705,6.066893972615854,medium
PROP_00033,0.38846069392429355,35.18368043392353,Eldoret,Urban,Residential,4745678,1974,1876.2529944645607,8.480386341189568,medium
PROP_00034,-0.30449956955839574,36.100953872867585,Nakuru,Urban,Commercial,8352477,2007,1517.0128593361346,6.216766273236177,medium
PROP_00035,0.483563694081559,35.19881428973786,Eldoret,Urban,Industrial,8245498,2022,1618.3771456374898,8.15837847162536,medium
PROP_00036,-1.5597249429045896,36.82870872159817,Nairobi,Urban,Residential,8271485,2018,1971.5247896870153,3.8845502861442904,medium
PROP_00037,0.5931371074783286,35.14418373074028,Eldoret,Urban,Residential,14964092,1964,1633.6129624275054,1.7774749185232972,medium
PROP_00038,-4.216174164018736,39.65224602250862,Mombasa,Coastal,Industrial,12956200,2014,39.18210031413766,1.461668632512651,high
PROP_00039,-0.1419459591627738,34.703266455104085,Kisumu,Urban,Residential,8597256,1986,1941.8535773148915,8.24276398229025,medium
PROP_00040,-0.01354240435590072,34.956280719326344,Kisumu,Urban,Commercial,7700920,2011,1814.100673960172,4.411412166129571,medium
PROP_00041,0.616320537942009,35.524602635477024,Eldoret,Urban,Residential,7743668,2000,1601.3403581580058,5.181331201689068,medium
PROP_00042,0.5494290988794233,35.489186985617025,Eldoret,Urban,Commercial,7175766,2015,1575.3865124710915,7.075057990498697,medium
PROP_00043,-0.31818827077239364,36.07674207899813,Nakuru,Urban,Residential,6992041,2014,1668.1173090041725,6.014373754531116,medium
PROP_00044,0.43070617341175127,35.31183847008917,Eldoret,Urban,Residential,2110376,1970,1988.749595906504,5.794018708669265,medium
PROP_00045,-1.4054489472129268,36.57732240344036,Nairobi,Urban,Residential,8593996,1979,1513.4584828697978,8.612853217974365,medium
PROP_00046,-4.004095940388418,39.79351644175628,Mombasa,Coastal,Residential,17960729,1969,30.122912391405986,0.31662129130944816,high
PROP_00047,-0.20061153994412456,36.393313307132715,Nakuru,Urban,Commercial,21030622,2009,1903.5458754923743,1.3857370738288737,medium
PROP_00048,0.5705106127240703,35.282549686456214,Eldoret,Urban,Industrial,3694500,1985,1585.9203365946476,5.148826650149445,medium
PROP_00049,-1.3868075885872109,36.71831090903524,Nairobi,Urban,Residential,4820256,1975,1639.9534397995872,5.55863350311461,medium
PROP_00050,0.43490418676718184,35.19888733846915,Eldoret,Urban,Residential,15461993,1962,1571.2528357489366,5.222966010679752,medium
PROP_00051,-0.34993208413015364,36.19076047020443,Nakuru,Urban,Residential,10647679,2012,1922.2611003613415,3.9853521877839153,medium
PROP_00052,-0.13429038177898392,34.84275156114874,Kisumu,Urban,Residential,8858267,1968,1598.892434248699,8.970660619832005,medium
PROP_00053,0.35379041099840436,35.41430519477059,Eldoret,Urban,Commercial,16290496,1985,1703.6462707683627,4.777162519713402,medium
PROP_00054,-0.1419237700045308,34.649495967582816,Kisumu,Urban,Residential,9948567,1983,1878.0500147050645,1.9691945463770262,medium
PROP_00055,0.5051291863350064,35.3494079585221,Eldoret,Urban,Residential,6169936,1991,1651.52576623981,5.871926407432226,medium
PROP_00056,-4.0786726866856915,39.42135483690659,Mombasa,Coastal,Residential,24248828,2012,5.694457328566596,1.7368975107627294,high
PROP_00057,-0.3347063872206614,35.99215685338271,Nakuru,Urban,Industrial,6223125,2013,1846.6866605468035,5.941853361727559,medium
PROP_00058,-0.1697527524218564,36.12740392892516,Nakuru,Urban,Commercial,5975376,2000,1967.022495195589,9.251472566150575,medium
PROP_00059,-0.3477160067227658,36.132494589228315,Nakuru,Urban,Residential,15559903,2010,1732.0451168438588,3.0520197463441017,medium
PROP_00060,0.513314460282115,35.21005142568184,Eldoret,Urban,Residential,9494292,1994,1950.278551040053,2.8339140284449136,medium
PROP_00061,-0.08886586911084009,34.72461771035112,Kisumu,Urban,Residential,6751045,1989,1809.9001120210644,2.9822864177076482,medium
PROP_00062,-0.4403464453310563,36.044860296531894,Nakuru,Urban,Residential,19045332,2005,1651.8606280658137,5.663953393679707,medium
PROP_00063,0.6288485976435114,35.43604183960829,Eldoret,Urban,Commercial,17222162,2009,1751.3774198101662,8.222282275057594,medium
PROP_00064,-0.3734202704470402,36.04849984624985,Nakuru,Urban,Residential,13804665,1990,1780.420706031817,6.845508044211567,medium
PROP_00065,-0.43894205970379846,36.18201936723724,Nakuru,Urban,Residential,3942981,1971,1715.557278800265,4.723654587227831,medium
PROP_00066,-4.119472992685797,39.76027656787569,Mombasa,Coastal,Residential,6519436,1965,13.87126328920526,1.4012253125746397,high
PROP_00067,-0.057128835736012865,34.902597334130924,Kisumu,Urban,Commercial,6746478,1989,1520.029349048606,9.753707483122483,medium
PROP_00068,-0.5902109417474335,35.981638736435904,Nakuru,Urban,Commercial,7638662,1997,1719.0327892860562,1.974586374122075,medium
PROP_00069,-3.9963109315810055,39.72867095631828,Mombasa,Coastal,Industrial,7342207,2006,12.827249367328696,1.2520584563409711,high
PROP_00070,0.332215433576629,35.17076357651087,Eldoret,Urban,Residential,12740599,1995,1809.1745084440254,2.292131974286729,medium
PROP_00071,-1.3285848499373083,36.90907425953524,Nairobi,Urban,Residential,7613343,1970,1901.0938530589906,3.908339026354642,medium
PROP_00072,-0.16886571242918963,34.91827621490897,Kisumu,Urban,Residential,15663622,2007,1690.642114608009,5.067635045501887,medium
PROP_00073,-0.4521709904009005,36.36924254360255,Nakuru,Urban,Residential,6023886,2015,1854.628485997148,1.4279075437698363,medium
PROP_00074,0.5900555961571544,35.223691825689734,Eldoret,Urban,Residential,7436893,1981,1843.1524782780236,2.759405419801503,medium
PROP_00075,-0.39723597049990134,36.05938126948707,Nakuru,Urban,Residential,10515294,1993,1669.4885466191708,5.250018090259178,medium
PROP_00076,0.5754243942383431,35.17850853241697,Eldoret,Urban,Commercial,6221120,2017,1523.4276634629925,8.508132160329673,medium
PROP_00077,-0.07548576173474547,34.65801495377892,Kisumu,Urban,Industrial,6546764,2018,1771.4203964354401,2.1481534826170097,medium
PROP_00078,-0.5174823946394114,36.14138353953715,Nakuru,Urban,Residential,24801547,2023,1742.3111650463304,8.247291768175424,medium
PROP_00079,-0.4053980028147032,36.11385720805689,Nakuru,Urban,Residential,13644156,2002,1801.0202312233075,3.0833852698966666,medium
PROP_00080,0.4328151216848414,35.38782210827473,Eldoret,Urban,Residential,7804258,1995,1745.9798096940197,2.090910944272191,medium
PROP_00081,-3.9928054229764087,39.72210971172833,Mombasa,Coastal,Industrial,15832687,1986,38.945048515101774,1.9716340115756437,high
PROP_00082,-4.120633049689758,39.767931571798734,Mombasa,Coastal,Commercial,17687101,2002,15.609948936809072,0.49938532296377214,high
PROP_00083,-1.3878666682596854,36.822996037155,Nairobi,Urban,Residential,4619370,1992,1796.6255903734148,2.615770887301421,medium
PROP_00084,0.41958077953763534,35.22540593100011,Eldoret,Urban,Residential,6478139,1990,1550.290631065472,4.849686902690924,medium
PROP_00085,0.027416320357865245,34.75546128692201,Kisumu,Urban,Residential,4412948,1968,1506.035644629852,3.526335040451591,medium
PROP_00086,-0.2707697760402782,34.88678649661336,Kisumu,Urban,Residential,4300082,1991,1867.1871648523224,7.920720831264057,medium
PROP_00087,-0.1705600202779072,36.1262890567927,Nakuru,Urban,Residential,12112997,1979,1749.8881696534813,9.32647723411798,medium
PROP_00088,-1.247149771439984,36.562930865290824,Nairobi,Urban,Residential,18742371,1995,1960.8413474786157,7.320891468571062,medium
PROP_00089,-0.14917505436402823,36.142229533742146,Nakuru,Urban,Residential,5390329,1981,1768.3888268275027,3.0371918482874998,medium
PROP_00090,-0.09224940801542289,34.77558766292861,Kisumu,Urban,Commercial,12791405,2020,1918.61886294218,5.186121868790062,medium
PROP_00091,0.5193926561448153,35.19027927067542,Eldoret,Urban,Industrial,5636260,1982,1977.9923211240357,9.009570671448417,medium
PROP_00092,-1.1862827957876378,37.01174572270888,Nairobi,Urban,Commercial,9543477,2007,1758.0793818908924,8.501419885690014,medium
PROP_00093,-0.28901582205640103,36.23034006679314,Nakuru,Urban,Residential,4463616,2011,1636.7813292046696,9.089469380562258,medium
PROP_00094,-1.3477277611654273,36.939685506129635,Nairobi,Urban,Residential,3252971,1971,1591.1198357167955,3.2817456917634815,medium
PROP_00095,-0.05192128418286435,34.76789292793173,Kisumu,Urban,Residential,7034233,2005,1777.2554621430427,4.074885172222832,medium
PROP_00096,0.3901431440559385,35.21966175382385,Eldoret,Urban,Residential,17474429,1968,1927.3203838251238,4.9140821094911455,medium
PROP_00097,-3.9645937275470597,39.64166356755667,Mombasa,Coastal,Residential,11658425,1997,27.76603485563866,0.5280140467421037,high
PROP_00098,0.46627380990378053,35.33092580036685,Eldoret,Urban,Residential,11236220,2019,1942.8385380960763,4.192667882912663,medium
PROP_00099,0.4317897745253598,35.33318386108823,Eldoret,Urban,Residential,6118317,1982,1918.752403226215,2.723850607098477,medium
PROP_00100,-4.054030953151933,39.67020929333633,Mombasa,Coastal,Residential,6553865,2021,24.477093281654685,1.7426967658150292,high
PROP_00101,-0.3329126300113156,36.08376395340766,Nakuru,Urban,Residential,8455046,2011,1622.02831675417,6.328511418494487,medium
PROP_00102,0.5046139306076673,35.31471967817439,Eldoret,Urban,Residential,8007136,2016,1724.7287539971026,5.876800265744022,medium
PROP_00103,0.47507193851283713,35.25910186424695,Eldoret,Urban,Residential,9220737,1986,1829.6179301010889,9.501369578902112,medium
PROP_00104,0.4720023932182537,35.267420594133974,Eldoret,Urban,Residential,38623956,2010,1946.0342606364693,4.246913305818815,medium
PROP_00105,0.5234813418287897,35.17440133576794,Eldoret,Urban,Commercial,15613256,2013,1741.1262525266393,2.4354783361651147,medium
PROP_00106,-0.30690492331241104,36.01819407653783,Nakuru,Urban,Residential,14834425,1971,1737.2099129260348,6.0854910007225875,medium
PROP_00107,0.5738018919551628,35.34359521800847,Eldoret,Urban,Residential,8619028,2016,1616.6777326434972,9.62126717572498,medium
PROP_00108,-3.9478682265221505,39.80721793854644,Mombasa,Coastal,Commercial,13024789,1990,47.83341357300991,1.2202006893035373,high
PROP_00109,-1.2532195736938905,36.720894420196345,Nairobi,Urban,Residential,5049807,1977,1912.1007622787217,8.275727030326708,medium
PROP_00110,0.4361048186084061,35.2328088672455,Eldoret,Urban,Industrial,5303709,1994,1894.7291320252536,6.164246592144991,medium
PROP_00111,-1.31395364608301,36.9063249533746,Nairobi,Urban,Residential,20761891,2023,1869.6763047208249,3.295516640840568,medium
PROP_00112,0.46258362613890663,35.24416070586185,Eldoret,Urban,Commercial,7819957,1978,1530.075844043691,6.316868204455548,medium
PROP_00113,-1.227652502830822,36.699493513678426,Nairobi,Urban,Residential,5430645,1991,1888.0812255937321,9.337255369111872,medium
PROP_00114,-0.16537282324712957,34.58148052026892,Kisumu,Urban,Commercial,9986356,2001,1673.9030485266933,1.603759956979844,medium
PROP_00115,-0.09873104385709545,34.58315592509274,Kisumu,Urban,Residential,12633182,2019,1557.3715814105833,7.686644925570295,medium
PROP_00116,-0.1952669844054255,36.08793623363502,Nakuru,Urban,Residential,5368727,2008,1889.4073733607372,6.782373463781591,medium
PROP_00117,-4.199414320552018,39.782558995236926,Mombasa,Coastal,Residential,21021531,1981,42.28775992714456,1.986823974565862,high
PROP_00118,-0.21470331575848,35.951905201842514,Nakuru,Urban,Residential,9857434,1961,1646.9252872871027,3.0679430991420853,medium
PROP_00119,-0.35840666939975263,36.30448885364421,Nakuru,Urban,Residential,8360294,2003,1834.8301823409959,6.871387786586439,medium
PROP_00120,-0.06198652202771668,34.83278687976285,Kisumu,Urban,Residential,9337474,1998,1656.4562475257605,2.5146369555325156,medium
PROP_00121,0.42010883793804427,35.35299748763062,Eldoret,Urban,Residential,7806460,1988,1675.0543811250454,3.2059092357000387,medium
PROP_00122,0.048754467453350214,34.84794597598607,Kisumu,Urban,Residential,8329471,2007,1702.4175382349767,8.948207012672448,medium
PROP_00123,-0.17620518109140257,36.15031404215479,Nakuru,Urban,Commercial,13252561,2022,1875.9239802242732,9.03512158195075,medium
PROP_00124,-4.114210603720507,39.52973008551939,Mombasa,Coastal,Commercial,7553997,1965,39.578992970571406,1.6659314051894627,high
PROP_00125,-1.1685470738885562,36.897425582864315,Nairobi,Urban,Residential,15627234,1987,1521.3766884709673,1.8586242305053604,medium
PROP_00126,0.25237824887649907,35.311413253099566,Eldoret,Urban,Residential,12044958,1990,1956.2410995852738,1.4294968655862834,medium
PROP_00127,0.4293806163863547,35.47569335450437,Eldoret,Urban,Residential,6870224,1993,1963.061713016231,2.2199689692585935,medium
PROP_00128,-4.019100399085337,39.69031387162325,Mombasa,Coastal,Industrial,9102923,1990,48.27490224279666,1.3598703913390695,high
PROP_00129,0.0379601250757545,34.83131749993689,Kisumu,Urban,Residential,9321164,1983,1694.7838065053438,4.28650217265976,medium
PROP_00130,-0.32904004326721525,36.331437551828955,Nakuru,Urban,Residential,11071218,2005,1809.2908722188608,5.678043630915145,medium
PROP_00131,-0.084350506932364,34.75184036661706,Kisumu,Urban,Commercial,12232570,2011,1605.117705324667,6.478088455269803,medium
PROP_00132,-1.354613035204136,36.759674048467076,Nairobi,Urban,Residential,7227589,1976,1751.429033722719,3.7686030238922057,medium
PROP_00133,-0.36836365003962357,35.94090833950881,Nakuru,Urban,Residential,23198016,1994,1708.0819698834887,3.695988241687829,medium
PROP_00134,-0.07099309658513178,34.91521708027386,Kisumu,Urban,Industrial,9280001,1968,1822.690592799616,6.819512684651825,medium
PROP_00135,0.4842535975918317,35.309652997337594,Eldoret,Urban,Residential,11797245,2019,1543.0078075255158,9.227978335377767,medium
PROP_00136,-1.2863036116783935,36.84853680422381,Nairobi,Urban,Commercial,8375776,1974,1635.674888755635,1.2357710752746462,medium
PROP_00137,-1.1756275533545533,36.94917288607992,Nairobi,Urban,Residential,11545134,2004,1657.4842270891556,6.410642753668819,medium
PROP_00138,-4.063289993150169,39.56317381834835,Mombasa,Coastal,Industrial,23846970,1968,38.649486464449474,0.10297087562718676,high
PROP_00139,-0.13300669681969532,36.08700366052732,Nakuru,Urban,Residential,10044069,1998,1710.4778344223778,9.166031829225146,medium
PROP_00140,-0.29570649472620536,36.14244260060465,Nakuru,Urban,Industrial,13726446,1987,1581.431975881836,3.792785467769288,medium
PROP_00141,-1.3897088791818113,36.80460420540373,Nairobi,Urban,Industrial,7367331,1964,1932.8859344342734,1.0067318039062625,medium
PROP_00142,-4.111778618272034,39.825211085737216,Mombasa,Coastal,Residential,9248673,1991,14.095043437857216,0.6723408832967859,high
PROP_00143,0.4895076878933462,35.36966760804506,Eldoret,Urban,Industrial,10709747,2010,1879.0353752449028,7.963050753710202,medium
PROP_00144,-1.0399779375973703,36.8465513863401,Nairobi,Urban,Residential,9128559,1978,1854.979125986089,9.381768388885087,medium
PROP_00145,-1.1620383932537102,36.78203066147366,Nairobi,Urban,Residential,8060326,1996,1891.7964115660823,8.414443982873449,medium
PROP_00146,0.3113262970854912,35.204619457008505,Eldoret,Urban,Residential,16505857,1962,1644.3524686147305,8.879513834823573,medium
PROP_00147,0.6132338534063267,35.22849529241238,Eldoret,Urban,Residential,10386744,2013,1999.3651833830436,3.5627258008075104,medium
PROP_00148,-4.167964199442343,39.71356917709956,Mombasa,Coastal,Commercial,11121994,2001,25.333290467173924,0.49267414313614766,high
PROP_00149,-1.4070328165180614,36.84365476094052,Nairobi,Urban,Commercial,5118814,1999,1706.6857829116223,1.4490991381536111,medium
PROP_00150,0.04260265823544909,34.82125753400847,Kisumu,Urban,Residential,10615643,2001,1612.349960608364,8.62584104459402,medium
PROP_00151,-0.1830230021965446,34.668480588642616,Kisumu,Urban,Commercial,7153658,1965,1873.105963985291,7.8513556149995,medium
PROP_00152,0.3313161807318602,35.28188476174872,Eldoret,Urban,Commercial,7337812,1966,1633.1886463230542,2.7600044561608676,medium
PROP_00153,-0.1873412836272285,34.91562600110398,Kisumu,Urban,Residential,6253143,2003,1721.9029733936788,4.8257584763558885,medium
PROP_00154,-0.4848310226350731,35.849375245740234,Nakuru,Urban,Commercial,5696707,2020,1871.0064332931975,6.209612241298224,medium
PROP_00155,-3.9749763897978028,39.55047700709465,Mombasa,Coastal,Residential,6512902,1989,11.17565142834453,0.3853752887327184,high
PROP_00156,0.6616874211791327,35.19984552349673,Eldoret,Urban,Residential,4015659,1989,1654.4173338503742,2.5487920621898326,medium
PROP_00157,-1.2608246541676118,36.626741964723244,Nairobi,Urban,Commercial,9307895,1979,1925.219899740892,3.4569838777223394,medium
PROP_00158,0.020633722315986314,34.84181148028122,Kisumu,Urban,Residential,4783225,2002,1708.581452737271,6.306579508855263,medium
PROP_00159,-1.2420616254513164,37.1457623827011,Nairobi,Urban,Residential,46279812,1977,1577.8177960791065,3.274429900052377,medium
PROP_00160,-0.21417047184883958,34.864238553094324,Kisumu,Urban,Residential,6752940,1968,1567.5885595056106,3.7872944390586754,medium
PROP_00161,0.5747443957593992,35.411317586102825,Eldoret,Urban,Residential,7257956,1963,1977.268054712918,5.368039009888884,medium
PROP_00162,-4.032899649365183,39.92235894335846,Mombasa,Coastal,Commercial,10385381,1987,30.931902934923034,0.17457519532635213,high
PROP_00163,0.488744297290557,35.202179879532125,Eldoret,Urban,Residential,5472544,2017,1854.7422570881477,3.04027489408021,medium
PROP_00164,-3.9481114488704856,39.88968424414908,Mombasa,Coastal,Industrial,21817587,1978,16.813795378443864,1.3236560432395876,high
PROP_00165,0.029195197691423688,34.7319817792307,Kisumu,Urban,Industrial,15345657,1963,1802.504546085651,7.944079085789917,medium
PROP_00166,0.5350069644374711,35.18117039256119,Eldoret,Urban,Residential,6191158,2011,1787.5564899707833,1.1960481654553163,medium
PROP_00167,-3.9621818800481496,39.679471003632855,Mombasa,Coastal,Residential,11384837,1982,20.004398743961413,1.721973394477168,high
PROP_00168,-1.4168582441699584,36.907463667508786,Nairobi,Urban,Residential,12723004,1977,1622.9490337007064,9.376544040823369,medium
PROP_00169,-1.3140182792208763,36.909307308174895,Nairobi,Urban,Residential,14712718,2019,1508.740915194947,7.596028493375639,medium
PROP_00170,-0.10329146488893667,36.150753438599665,Nakuru,Urban,Residential,8022968,1982,1922.770124822794,6.318218603044307,medium
PROP_00171,0.5997907452184115,35.250996588403574,Eldoret,Urban,Residential,18783759,2012,1932.0861889280131,5.749650557275612,medium
PROP_00172,-0.2653355513222228,36.051177313667324,Nakuru,Urban,Residential,5059893,1999,1649.8375133462223,5.742957568389979,medium
PROP_00173,-0.013711501562277462,34.665469340164734,Kisumu,Urban,Industrial,12779437,1998,1660.995201583199,2.080569703671329,medium
PROP_00174,0.6765283985649253,35.299848077959815,Eldoret,Urban,Residential,5722673,1982,1864.784012276265,7.150374115188385,medium
PROP_00175,-1.313333323906243,36.75289785470626,Nairobi,Urban,Residential,7601619,2012,1551.2416052427704,4.410321331282523,medium
PROP_00176,-1.1265271752655384,36.84548935503124,Nairobi,Urban,Industrial,7484712,1986,1752.250629645831,6.235132422045989,medium
PROP_00177,0.6155199676431552,35.47553817593229,Eldoret,Urban,Residential,18661979,1966,1946.9910026671796,5.25419435526817,medium
PROP_00178,-0.3994219601784531,36.12966749929585,Nakuru,Urban,Residential,12139436,1992,1683.339061058206,8.385443157838356,medium
PROP_00179,-4.113808037587262,39.58562124557057,Mombasa,Coastal,Residential,19928613,1967,49.17723644241316,0.7669546489433807,high
PROP_00180,-0.20738806456405923,35.96288207458554,Nakuru,Urban,Residential,7739074,1979,1621.304530671901,4.123953047292364,medium
PROP_00181,0.43534041243981364,35.197217423263965,Eldoret,Urban,Residential,4874191,2010,1933.580281271535,9.241399824942103,medium
PROP_00182,-1.4240864533559299,36.93055347637675,Nairobi,Urban,Residential,14610920,2009,1518.067921227987,5.257621775829142,medium
PROP_00183,-4.084214417177231,39.67826165770463,Mombasa,Coastal,Commercial,10228410,1998,24.821968508242154,1.0009113611684612,high
PROP_00184,-0.13173848880699407,34.8595342371853,Kisumu,Urban,Residential,5671645,1989,1758.0859194573052,8.647462697263942,medium
PROP_00185,-0.295210949428057,36.144362189992655,Nakuru,Urban,Industrial,8034436,1991,1891.1600222858706,7.219893932853657,medium
PROP_00186,-1.2189977168305313,36.76648469583978,Nairobi,Urban,Residential,6132109,2008,1878.3993972663063,9.356846166417217,medium
PROP_00187,-4.095899776001182,39.839283968583246,Mombasa,Coastal,Residential,28080290,1984,47.82630271140723,1.0779882899158837,high
PROP_00188,-1.2156179052534908,36.78378922773201,Nairobi,Urban,Residential,10462734,2004,1602.9345359360973,6.3847381341200435,medium
PROP_00189,-1.372740806318844,36.94743594239584,Nairobi,Urban,Commercial,4484961,2016,1648.0630428827064,7.252119484603276,medium
PROP_00190,-4.006300963830971,39.6546759716319,Mombasa,Coastal,Commercial,17307962,1996,34.90897059980672,1.7412691362124413,high
PROP_00191,-4.1582443892314105,39.63418226622215,Mombasa,Coastal,Residential,8534765,1986,43.621077835241636,0.9455445484803702,high
PROP_00192,-0.0038138226777102296,34.69293561478515,Kisumu,Urban,Residential,13598645,1986,1965.2786226070032,8.796954273569845,medium
PROP_00193,0.517023975207632,35.348332770089435,Eldoret,Urban,Residential,14364224,1962,1923.644399667681,4.460384218697628,medium
PROP_00194,-0.2946044601303485,34.91397663393244,Kisumu,Urban,Residential,9675807,1969,1533.759978138219,4.583150396091295,medium
PROP_00195,-0.22952866221676604,35.84296771033534,Nakuru,Urban,Residential,6821352,2023,1529.373606110003,3.7831931854404393,medium
PROP_00196,0.2894326911123597,35.229412453349184,Eldoret,Urban,Residential,11284323,1977,1895.013987605072,4.706339818476533,medium
PROP_00197,-0.17786253775718863,36.12729288662214,Nakuru,Urban,Residential,7371870,1990,1822.8513044423992,3.680120536518183,medium
PROP_00198,-3.941403646627159,39.85686241116447,Mombasa,Coastal,Residential,8273901,2001,31.14315628536668,1.507528451535524,high
PROP_00199,-0.2902895813491673,35.932491686894124,Nakuru,Urban,Commercial,3273791,2017,1615.5821296855265,2.8775325570552486,medium
PROP_00200,-1.396665559209532,36.756673193389496,Nairobi,Urban,Residential,12340752,1975,1849.3121700862994,5.6248763825049,medium
PROP_00201,-0.3107184058778035,35.97532357893294,Nakuru,Urban,Industrial,12278669,1991,1752.301281304204,3.8491625287450306,medium
PROP_00202,0.5864051256352836,35.31103829769477,Eldoret,Urban,Residential,5983470,2004,1951.764006372939,3.707992896065623,medium
PROP_00203,-0.15939517293664093,36.13907030972836,Nakuru,Urban,Residential,5324123,1974,1930.4803378291203,8.42923139228876,medium
PROP_00204,0.4651107872779447,35.297584812862794,Eldoret,Urban,Residential,2090670,1977,1513.568613004295,4.246541214245211,medium
PROP_00205,-0.04278916368985999,34.86464543269544,Kisumu,Urban,Residential,15304535,2014,1914.740970102066,1.3329555935846984,medium
PROP_00206,-1.3489304634968662,36.576363054007956,Nairobi,Urban,Residential,12466808,1996,1541.8845845596547,7.349877947168386,medium
PROP_00207,-4.0085795416847825,39.65008848338426,Mombasa,Coastal,Industrial,15260911,2014,7.392054634293039,0.41025856286904316,high
PROP_00208,-1.2488864519073157,36.82059905868307,Nairobi,Urban,Commercial,5017193,1976,1673.9230065387324,1.0792232428027198,medium
PROP_00209,-0.10828696121958908,34.95087859773643,Kisumu,Urban,Residential,9826058,2015,1759.4469759754054,7.67214336658485,medium
PROP_00210,-0.25171091935603934,36.12024202436967,Nakuru,Urban,Residential,6722627,2018,1937.939437687121,2.926222514306789,medium
